Provider_ID,Hospital_Name,Address,City,State,ZIP_Code,County_Name,Phone_Number,Hospital_Type,Hospital_Ownership,Emergency_Services,Hospital_Name,Provider_Number,State,Measure_Name,Number_of_Discharges,Footnote,Excess_Readmission_Ratio,Predicted_Readmission_Rate,Expected_Readmission_Rate,Number_of_Readmissions,Start_Date,End_Date
450508,"MEMORIAL HOSPITAL","1204 MOUND ST",NACOGDOCHES,TX,75961,NACOGDOCHES,9365644611,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"MEMORIAL HOSPITAL",450235,TX,READM-30-HF-HRRP,66,NULL,0.9623,21.6,22.4,12,"2010-07-01 00:00:00","2013-06-30 00:00:00"
380027,"MERCY MEDICAL CENTER","2700 NW STEWART PARKWAY",ROSEBURG,OR,97471,DOUGLAS,5416730611,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"MERCY MEDICAL CENTER",360070,OH,READM-30-PN-HRRP,456,NULL,0.9294,16.5,17.8,71,"2010-07-01 00:00:00","2013-06-30 00:00:00"
10021,"DALE MEDICAL CENTER","126 HOSPITAL AVE",OZARK,AL,36360,DALE,3347742601,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"DALE MEDICAL CENTER",10021,AL,READM-30-COPD-HRRP,118,NULL,1.0222,19,18.6,24,"2010-07-01 00:00:00","2013-06-30 00:00:00"
10021,"DALE MEDICAL CENTER","126 HOSPITAL AVE",OZARK,AL,36360,DALE,3347742601,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"DALE MEDICAL CENTER",10021,AL,READM-30-HIP-KNEE-HRRP,"Not Available",NULL,1.1027,6.2,5.6,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
10023,"BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD",MONTGOMERY,AL,36116,MONTGOMERY,3342882100,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"BAPTIST MEDICAL CENTER SOUTH",10023,AL,READM-30-HF-HRRP,578,NULL,1.057,23.7,22.4,140,"2010-07-01 00:00:00","2013-06-30 00:00:00"
10033,"UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET",BIRMINGHAM,AL,35233,JEFFERSON,2059344011,"Acute Care Hospitals","Government - State",Yes,"UNIVERSITY OF ALABAMA HOSPITAL",10033,AL,READM-30-COPD-HRRP,273,NULL,1.0619,22.2,20.9,65,"2010-07-01 00:00:00","2013-06-30 00:00:00"
10035,"CULLMAN REGIONAL MEDICAL CENTER","1912 ALABAMA HIGHWAY 157",CULLMAN,AL,35058,CULLMAN,2567372000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"CULLMAN REGIONAL MEDICAL CENTER",10035,AL,READM-30-PN-HRRP,478,NULL,1.0538,17.8,16.8,88,"2010-07-01 00:00:00","2013-06-30 00:00:00"
30071,"FORT DEFIANCE INDIAN HOSPITAL","PO BOX 649","FORT DEFIANCE",AZ,86504,APACHE,9287298000,"Acute Care Hospitals","Government - Federal",Yes,"FORT DEFIANCE INDIAN HOSPITAL",30071,AZ,READM-30-PN-HRRP,202,NULL,0.9639,11.9,12.3,22,"2010-07-01 00:00:00","2013-06-30 00:00:00"
30074,"SELLS INDIAN HEALTH SERVICE HOSPITAL","PO BOX 548",SELLS,AZ,85634,PIMA,5203837200,"Acute Care Hospitals","Government - Federal",No,"SELLS INDIAN HEALTH SERVICE HOSPITAL",30074,AZ,READM-30-AMI-HRRP,"Not Available",5,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
30078,"PHOENIX INDIAN MEDICAL CENTER","4212 NORTH 16TH STREET",PHOENIX,AZ,85016,MARICOPA,6022631200,"Acute Care Hospitals","Government - Federal",No,"PHOENIX INDIAN MEDICAL CENTER",30078,AZ,READM-30-COPD-HRRP,"Not Available",1,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
30078,"PHOENIX INDIAN MEDICAL CENTER","4212 NORTH 16TH STREET",PHOENIX,AZ,85016,MARICOPA,6022631200,"Acute Care Hospitals","Government - Federal",No,"PHOENIX INDIAN MEDICAL CENTER",30078,AZ,READM-30-HF-HRRP,"Not Available",1,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
40015,"MENA REGIONAL HEALTH SYSTEM","311 NORTH MORROW STREET",MENA,AR,71953,POLK,4793946100,"Acute Care Hospitals","Government - Local",Yes,"MENA REGIONAL HEALTH SYSTEM",40015,AR,READM-30-COPD-HRRP,259,NULL,0.8962,17.3,19.3,37,"2010-07-01 00:00:00","2013-06-30 00:00:00"
40016,"UAMS MEDICAL CENTER","4301 WEST MARKHAM STREET MAIL SLOT 612","LITTLE ROCK",AR,72205,PULASKI,5016865000,"Acute Care Hospitals","Government - State",Yes,"UAMS MEDICAL CENTER",40016,AR,READM-30-HIP-KNEE-HRRP,"Not Available",NULL,0.8905,5,5.6,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
40016,"UAMS MEDICAL CENTER","4301 WEST MARKHAM STREET MAIL SLOT 612","LITTLE ROCK",AR,72205,PULASKI,5016865000,"Acute Care Hospitals","Government - State",Yes,"UAMS MEDICAL CENTER",40016,AR,READM-30-PN-HRRP,397,NULL,1.0281,19.7,19.2,80,"2010-07-01 00:00:00","2013-06-30 00:00:00"
40069,"GREAT RIVER MEDICAL CENTER","1520 N DIVISION STREET",BLYTHEVILLE,AR,72315,MISSISSIPPI,8708387300,"Acute Care Hospitals","Government - Local",Yes,"GREAT RIVER MEDICAL CENTER",40069,AR,READM-30-AMI-HRRP,"Not Available",1,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
50026,"GROSSMONT HOSPITAL","5555 GROSSMONT CENTER DRIVE BOX 58","LA MESA",CA,91942,"SAN DIEGO",6194650711,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"GROSSMONT HOSPITAL",50026,CA,READM-30-COPD-HRRP,723,NULL,1.0028,21,20.9,152,"2010-07-01 00:00:00","2013-06-30 00:00:00"
50054,"SAN GORGONIO MEMORIAL HOSPITAL","600 NORTH HIGHLAND SPRINGS AVENUE",BANNING,CA,92220,RIVERSIDE,9518451121,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"SAN GORGONIO MEMORIAL HOSPITAL",50054,CA,READM-30-HF-HRRP,130,NULL,1.0401,23.6,22.7,33,"2010-07-01 00:00:00","2013-06-30 00:00:00"
50056,"ANTELOPE VALLEY HOSPITAL","1600 W AVE J",LANCASTER,CA,93534,"LOS ANGELES",6619495000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"ANTELOPE VALLEY HOSPITAL",50056,CA,READM-30-COPD-HRRP,480,NULL,1.0288,21.6,21,106,"2010-07-01 00:00:00","2013-06-30 00:00:00"
50056,"ANTELOPE VALLEY HOSPITAL","1600 W AVE J",LANCASTER,CA,93534,"LOS ANGELES",6619495000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"ANTELOPE VALLEY HOSPITAL",50056,CA,READM-30-HF-HRRP,369,NULL,0.9557,22.1,23.2,79,"2010-07-01 00:00:00","2013-06-30 00:00:00"
50057,"KAWEAH DELTA MEDICAL CENTER","400 W MINERAL KING AVE",VISALIA,CA,93291,TULARE,5596242000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"KAWEAH DELTA MEDICAL CENTER",50057,CA,READM-30-AMI-HRRP,428,NULL,0.987,17.7,17.9,75,"2010-07-01 00:00:00","2013-06-30 00:00:00"
50057,"KAWEAH DELTA MEDICAL CENTER","400 W MINERAL KING AVE",VISALIA,CA,93291,TULARE,5596242000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"KAWEAH DELTA MEDICAL CENTER",50057,CA,READM-30-HIP-KNEE-HRRP,424,NULL,0.9029,4.9,5.4,19,"2010-07-01 00:00:00","2013-06-30 00:00:00"
50067,"OAK VALLEY DISTRICT HOSPITAL","350 S OAK AVE",OAKDALE,CA,95361,STANISLAUS,2098473011,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"OAK VALLEY DISTRICT HOSPITAL",50067,CA,READM-30-PN-HRRP,"Not Available",NULL,0.9637,14.2,14.8,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
10039,"HUNTSVILLE HOSPITAL","101 SIVLEY RD",HUNTSVILLE,AL,35801,MADISON,2562651000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"HUNTSVILLE HOSPITAL",10039,AL,READM-30-COPD-HRRP,1242,NULL,0.9674,19.2,19.8,236,"2010-07-01 00:00:00","2013-06-30 00:00:00"
10058,"BIBB MEDICAL CENTER","208 PIERSON AVE",CENTREVILLE,AL,35042,BIBB,2059264881,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"BIBB MEDICAL CENTER",10058,AL,READM-30-AMI-HRRP,"Not Available",1,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
10058,"BIBB MEDICAL CENTER","208 PIERSON AVE",CENTREVILLE,AL,35042,BIBB,2059264881,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"BIBB MEDICAL CENTER",10058,AL,READM-30-COPD-HRRP,"Not Available",1,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
10059,"LAWRENCE MEDICAL CENTER","202 HOSPITAL STREET",MOULTON,AL,35650,LAWRENCE,2569742200,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"LAWRENCE MEDICAL CENTER",10059,AL,READM-30-AMI-HRRP,"Not Available",1,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
10061,"HIGHLANDS MEDICAL CENTER","380 WOODS COVE ROAD",SCOTTSBORO,AL,35768,JACKSON,2562594444,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"HIGHLANDS MEDICAL CENTER",10061,AL,READM-30-COPD-HRRP,399,NULL,1.053,20.4,19.3,85,"2010-07-01 00:00:00","2013-06-30 00:00:00"
10069,"MEDICAL CENTER BARBOUR","820 W WASHINGTON ST",EUFAULA,AL,36027,BARBOUR,3346887271,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"MEDICAL CENTER BARBOUR",10069,AL,READM-30-HF-HRRP,114,NULL,1.0111,21.4,21.1,25,"2010-07-01 00:00:00","2013-06-30 00:00:00"
10079,"ATHENS-LIMESTONE HOSPITAL","700 WEST MARKET STREET",ATHENS,AL,35611,LIMESTONE,2562339292,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"ATHENS-LIMESTONE HOSPITAL",10079,AL,READM-30-COPD-HRRP,428,NULL,1.0052,19.3,19.2,83,"2010-07-01 00:00:00","2013-06-30 00:00:00"
10085,"DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","1201 7TH STREET SE",DECATUR,AL,35601,MORGAN,2563412000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"DECATUR MORGAN HOSPITAL-DECATUR CAMPUS",10085,AL,READM-30-PN-HRRP,427,NULL,1.0437,18.1,17.4,80,"2010-07-01 00:00:00","2013-06-30 00:00:00"
10092,"D C H REGIONAL MEDICAL CENTER","809 UNIVERSITY BOULEVARD EAST",TUSCALOOSA,AL,35401,TUSCALOOSA,2057597111,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"D C H REGIONAL MEDICAL CENTER",10092,AL,READM-30-AMI-HRRP,446,NULL,1.2338,19.2,15.6,97,"2010-07-01 00:00:00","2013-06-30 00:00:00"
10092,"D C H REGIONAL MEDICAL CENTER","809 UNIVERSITY BOULEVARD EAST",TUSCALOOSA,AL,35401,TUSCALOOSA,2057597111,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"D C H REGIONAL MEDICAL CENTER",10092,AL,READM-30-HIP-KNEE-HRRP,600,NULL,1.2757,6.6,5.2,44,"2010-07-01 00:00:00","2013-06-30 00:00:00"
10092,"D C H REGIONAL MEDICAL CENTER","809 UNIVERSITY BOULEVARD EAST",TUSCALOOSA,AL,35401,TUSCALOOSA,2057597111,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"D C H REGIONAL MEDICAL CENTER",10092,AL,READM-30-PN-HRRP,1045,NULL,1.0522,18.8,17.9,200,"2010-07-01 00:00:00","2013-06-30 00:00:00"
10097,"ELMORE COMMUNITY HOSPITAL","500 HOSPITAL DRIVE",WETUMPKA,AL,36092,ELMORE,3345674311,"Acute Care Hospitals","Government - State",Yes,"ELMORE COMMUNITY HOSPITAL",10097,AL,READM-30-HIP-KNEE-HRRP,"Not Available",5,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
10097,"ELMORE COMMUNITY HOSPITAL","500 HOSPITAL DRIVE",WETUMPKA,AL,36092,ELMORE,3345674311,"Acute Care Hospitals","Government - State",Yes,"ELMORE COMMUNITY HOSPITAL",10097,AL,READM-30-PN-HRRP,78,NULL,1.0141,15.6,15.4,13,"2010-07-01 00:00:00","2013-06-30 00:00:00"
10099,"D W MCMILLAN MEMORIAL HOSPITAL","1301 BELLEVILLE AVENUE",BREWTON,AL,36426,ESCAMBIA,2518678061,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"D W MCMILLAN MEMORIAL HOSPITAL",10099,AL,READM-30-HF-HRRP,102,NULL,1.0522,20.7,19.7,24,"2010-07-01 00:00:00","2013-06-30 00:00:00"
10100,"THOMAS HOSPITAL","750 MORPHY AVENUE",FAIRHOPE,AL,36532,BALDWIN,2519282375,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"THOMAS HOSPITAL",10100,AL,READM-30-COPD-HRRP,179,NULL,0.9178,18.6,20.2,27,"2010-07-01 00:00:00","2013-06-30 00:00:00"
10109,"PICKENS COUNTY MEDICAL CENTER","241 ROBERT K WILSON DRIVE",CARROLLTON,AL,35447,PICKENS,2053678111,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"PICKENS COUNTY MEDICAL CENTER",10109,AL,READM-30-PN-HRRP,151,NULL,0.9429,14.8,15.7,19,"2010-07-01 00:00:00","2013-06-30 00:00:00"
10114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","995 9TH AVENUE SOUTHWEST",BESSEMER,AL,35021,JEFFERSON,2054817000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",10114,AL,READM-30-AMI-HRRP,81,NULL,1.0547,21,19.9,20,"2010-07-01 00:00:00","2013-06-30 00:00:00"
10114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","995 9TH AVENUE SOUTHWEST",BESSEMER,AL,35021,JEFFERSON,2054817000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",10114,AL,READM-30-PN-HRRP,218,NULL,1.0306,17.1,16.6,39,"2010-07-01 00:00:00","2013-06-30 00:00:00"
10168,"JACK HUGHSTON MEMORIAL HOSPITAL","4401 RIVER CHASE DRIVE","PHENIX CITY",AL,36867,RUSSELL,3347323000,"Acute Care Hospitals","Government - State",Yes,"JACK HUGHSTON MEMORIAL HOSPITAL",10168,AL,READM-30-HF-HRRP,"Not Available",NULL,0.9641,18.6,19.3,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
10169,"ATMORE COMMUNITY HOSPITAL","401 MEDICAL PARK DRIVE",ATMORE,AL,36502,ESCAMBIA,2513682500,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"ATMORE COMMUNITY HOSPITAL",10169,AL,READM-30-HF-HRRP,208,NULL,1.0883,25,22.9,57,"2010-07-01 00:00:00","2013-06-30 00:00:00"
20018,"YUKON KUSKOKWIM DELTA REG HOSPITAL","PO BOX 287",BETHEL,AK,99559,BETHEL,9075436300,"Acute Care Hospitals","Government - Federal",Yes,"YUKON KUSKOKWIM DELTA REG HOSPITAL",20018,AK,READM-30-AMI-HRRP,"Not Available",5,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
50159,"VENTURA COUNTY MEDICAL CENTER","3291 LOMA VISTA RD",VENTURA,CA,93003,VENTURA,8056526075,"Acute Care Hospitals","Government - Local",Yes,"VENTURA COUNTY MEDICAL CENTER",50159,CA,READM-30-AMI-HRRP,"Not Available",1,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
50167,"SAN JOAQUIN GENERAL HOSPITAL","500 W HOSPITAL ROAD","FRENCH CAMP",CA,95231,"SAN JOAQUIN",2094686000,"Acute Care Hospitals","Government - Local",Yes,"SAN JOAQUIN GENERAL HOSPITAL",50167,CA,READM-30-HF-HRRP,68,NULL,0.9976,20.8,20.8,14,"2010-07-01 00:00:00","2013-06-30 00:00:00"
50228,"SAN FRANCISCO GENERAL HOSPITAL","1001 POTRERO AVENUE","SAN FRANCISCO",CA,94110,"SAN FRANCISCO",4152068000,"Acute Care Hospitals","Government - Local",Yes,"SAN FRANCISCO GENERAL HOSPITAL",50228,CA,READM-30-HF-HRRP,165,NULL,1.0819,22.7,21,42,"2010-07-01 00:00:00","2013-06-30 00:00:00"
50245,"ARROWHEAD REGIONAL MEDICAL CENTER","400 NORTH PEPPER AVENUE",COLTON,CA,92324,"SAN BERNARDINO",9095801000,"Acute Care Hospitals","Government - Local",Yes,"ARROWHEAD REGIONAL MEDICAL CENTER",50245,CA,READM-30-HF-HRRP,138,NULL,0.9782,21.2,21.7,28,"2010-07-01 00:00:00","2013-06-30 00:00:00"
30012,"YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD",PRESCOTT,AZ,86301,YAVAPAI,9287715676,"Acute Care Hospitals","Government - Local",Yes,"YAVAPAI REGIONAL MEDICAL CENTER",30012,AZ,READM-30-AMI-HRRP,381,NULL,0.9304,14.1,15.2,50,"2010-07-01 00:00:00","2013-06-30 00:00:00"
30022,"MARICOPA MEDICAL CENTER","2601 EAST ROOSEVELT STREET",PHOENIX,AZ,85008,MARICOPA,6023445011,"Acute Care Hospitals","Government - Local",Yes,"MARICOPA MEDICAL CENTER",30022,AZ,READM-30-COPD-HRRP,"Not Available",1,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
30068,"MT GRAHAM REGIONAL MEDICAL CENTER","1600  SOUTH 20TH AVENUE",SAFFORD,AZ,85546,GRAHAM,9283484000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"MT GRAHAM REGIONAL MEDICAL CENTER",30068,AZ,READM-30-PN-HRRP,148,NULL,1.0157,14.3,14,22,"2010-07-01 00:00:00","2013-06-30 00:00:00"
50373,"LAC+USC MEDICAL CENTER","1200 N STATE ST, ROOM C2K100","LOS ANGELES",CA,90033,"LOS ANGELES",3232262800,"Acute Care Hospitals","Government - Local",Yes,"LAC+USC MEDICAL CENTER",50373,CA,READM-30-HIP-KNEE-HRRP,"Not Available",5,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
50435,"FALLBROOK HOSPITAL DISTRICT","624 E ELDER ST",FALLBROOK,CA,92028,"SAN DIEGO",7607281191,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"FALLBROOK HOSPITAL DISTRICT",50435,CA,READM-30-AMI-HRRP,"Not Available",1,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
380027,"MERCY MEDICAL CENTER","2700 NW STEWART PARKWAY",ROSEBURG,OR,97471,DOUGLAS,5416730611,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"MERCY MEDICAL CENTER",50444,CA,READM-30-AMI-HRRP,124,NULL,0.9477,17.7,18.6,19,"2010-07-01 00:00:00","2013-06-30 00:00:00"
50112,"SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL","1250 16TH STREET","SANTA MONICA",CA,90404,"LOS ANGELES",3103194000,"Acute Care Hospitals","Government - State",Yes,"SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL",50112,CA,READM-30-HIP-KNEE-HRRP,467,NULL,1.058,5.8,5.5,28,"2010-07-01 00:00:00","2013-06-30 00:00:00"
50112,"SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL","1250 16TH STREET","SANTA MONICA",CA,90404,"LOS ANGELES",3103194000,"Acute Care Hospitals","Government - State",Yes,"SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL",50112,CA,READM-30-PN-HRRP,416,NULL,1.1987,21.3,17.8,100,"2010-07-01 00:00:00","2013-06-30 00:00:00"
50113,"SAN MATEO MEDICAL CENTER","222 W 39TH AVE","SAN MATEO",CA,94403,"SAN MATEO",6505732222,"Acute Care Hospitals","Government - Local",Yes,"SAN MATEO MEDICAL CENTER",50113,CA,READM-30-PN-HRRP,"Not Available",NULL,0.9564,14.3,14.9,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
50115,"PALOMAR HEALTH DOWNTOWN CAMPUS","555 E VALLEY PARKWAY",ESCONDIDO,CA,92025,"SAN DIEGO",7607393000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"PALOMAR HEALTH DOWNTOWN CAMPUS",50115,CA,READM-30-AMI-HRRP,217,NULL,0.9349,13.1,14,25,"2010-07-01 00:00:00","2013-06-30 00:00:00"
50115,"PALOMAR HEALTH DOWNTOWN CAMPUS","555 E VALLEY PARKWAY",ESCONDIDO,CA,92025,"SAN DIEGO",7607393000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"PALOMAR HEALTH DOWNTOWN CAMPUS",50115,CA,READM-30-HF-HRRP,333,NULL,0.9454,19.9,21,63,"2010-07-01 00:00:00","2013-06-30 00:00:00"
50115,"PALOMAR HEALTH DOWNTOWN CAMPUS","555 E VALLEY PARKWAY",ESCONDIDO,CA,92025,"SAN DIEGO",7607393000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"PALOMAR HEALTH DOWNTOWN CAMPUS",50115,CA,READM-30-HIP-KNEE-HRRP,"Not Available",NULL,0.7954,3.8,4.8,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
50115,"PALOMAR HEALTH DOWNTOWN CAMPUS","555 E VALLEY PARKWAY",ESCONDIDO,CA,92025,"SAN DIEGO",7607393000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"PALOMAR HEALTH DOWNTOWN CAMPUS",50115,CA,READM-30-PN-HRRP,317,NULL,0.9527,15.1,15.8,45,"2010-07-01 00:00:00","2013-06-30 00:00:00"
50320,"HIGHLAND HOSPITAL","1411 E 31ST STREET",OAKLAND,CA,94602,ALAMEDA,5104374800,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"HIGHLAND HOSPITAL",50320,CA,READM-30-HF-HRRP,65,NULL,1.1201,22.3,19.9,21,"2010-07-01 00:00:00","2013-06-30 00:00:00"
50342,"PIONEERS MEMORIAL HEALTHCARE DISTRICT","207 WEST LEGION ROAD",BRAWLEY,CA,92227,IMPERIAL,7603513333,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"PIONEERS MEMORIAL HEALTHCARE DISTRICT",50342,CA,READM-30-HIP-KNEE-HRRP,"Not Available",NULL,1.0216,4.8,4.7,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
50342,"PIONEERS MEMORIAL HEALTHCARE DISTRICT","207 WEST LEGION ROAD",BRAWLEY,CA,92227,IMPERIAL,7603513333,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"PIONEERS MEMORIAL HEALTHCARE DISTRICT",50342,CA,READM-30-PN-HRRP,272,NULL,1.0261,17.4,17,49,"2010-07-01 00:00:00","2013-06-30 00:00:00"
50348,"UNIVERSITY OF CALIFORNIA IRVINE MED CENTER","101 CITY DRIVE SOUTH",ORANGE,CA,92868,ORANGE,7144566112,"Acute Care Hospitals","Government - Local",Yes,"UNIVERSITY OF CALIFORNIA IRVINE MED CENTER",50348,CA,READM-30-COPD-HRRP,78,NULL,1.0282,24.1,23.4,21,"2010-07-01 00:00:00","2013-06-30 00:00:00"
50636,"POMERADO HOSPITAL","15615 POMERADO ROAD",POWAY,CA,92064,"SAN DIEGO",8584856511,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"POMERADO HOSPITAL",50636,CA,READM-30-HF-HRRP,303,NULL,0.9271,19.9,21.5,56,"2010-07-01 00:00:00","2013-06-30 00:00:00"
50636,"POMERADO HOSPITAL","15615 POMERADO ROAD",POWAY,CA,92064,"SAN DIEGO",8584856511,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"POMERADO HOSPITAL",50636,CA,READM-30-PN-HRRP,233,NULL,0.9266,15.2,16.4,31,"2010-07-01 00:00:00","2013-06-30 00:00:00"
50686,"KAISER FOUNDATION HOSPITAL, RIVERSIDE","10800 MAGNOLIA AVENUE",RIVERSIDE,CA,92505,RIVERSIDE,9513532000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",50686,CA,READM-30-HIP-KNEE-HRRP,0,7,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
50279,"HI-DESERT MEDICAL CENTER","6601 WHITE FEATHER ROAD","JOSHUA TREE",CA,92252,"SAN BERNARDINO",7603663711,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"HI-DESERT MEDICAL CENTER",50279,CA,READM-30-HF-HRRP,102,NULL,0.9364,20.4,21.7,17,"2010-07-01 00:00:00","2013-06-30 00:00:00"
50291,"SUTTER SANTA ROSA REGIONAL HOSPITAL","30 MARK WEST SPRINGS ROAD","SANTA ROSA",CA,95403,SONOMA,7075764000,"Acute Care Hospitals","Government - Local",Yes,"SUTTER SANTA ROSA REGIONAL HOSPITAL",50291,CA,READM-30-HF-HRRP,184,NULL,0.8357,16.8,20.1,21,"2010-07-01 00:00:00","2013-06-30 00:00:00"
50291,"SUTTER SANTA ROSA REGIONAL HOSPITAL","30 MARK WEST SPRINGS ROAD","SANTA ROSA",CA,95403,SONOMA,7075764000,"Acute Care Hospitals","Government - Local",Yes,"SUTTER SANTA ROSA REGIONAL HOSPITAL",50291,CA,READM-30-HIP-KNEE-HRRP,"Not Available",NULL,0.886,4.7,5.3,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
70036,"JOHN DEMPSEY HOSPITAL","263 FARMINGTON AVE",FARMINGTON,CT,6032,HARTFORD,8606791145,"Acute Care Hospitals","Government - Local",Yes,"JOHN DEMPSEY HOSPITAL",70036,CT,READM-30-AMI-HRRP,177,NULL,0.9099,15.2,16.7,22,"2010-07-01 00:00:00","2013-06-30 00:00:00"
70036,"JOHN DEMPSEY HOSPITAL","263 FARMINGTON AVE",FARMINGTON,CT,6032,HARTFORD,8606791145,"Acute Care Hospitals","Government - Local",Yes,"JOHN DEMPSEY HOSPITAL",70036,CT,READM-30-HF-HRRP,401,NULL,0.8724,18.4,21.1,66,"2010-07-01 00:00:00","2013-06-30 00:00:00"
60024,"UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT","12605 EAST 16TH AVENUE",AURORA,CO,80045,ADAMS,7208480000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT",60024,CO,READM-30-HF-HRRP,358,NULL,0.9441,22.7,24.1,78,"2010-07-01 00:00:00","2013-06-30 00:00:00"
