Provider_Number,FY_2014_Readmissions ,Number_of_Pneumonia_Cases,Excess_Readmission_Ratio_Pneumonia,No_of_Heart_Failure_Cases,Excess_Readmission_Ratio_Heart_Failure,No_Acute_Myocardial_Infarction_Cases,Acute_Myocardial_Infarction
390228,0.9933,563,1.016691,621,1.113448,178,1.035642
390231,0.9995,724,0.959906,1310,0.951954,407,1.025332
390233,1.0000,224,0.847511,390,0.915787,253,0.877662
390236,0.9999,172,1.001196,83,0.928343,10,0.000000
390237,1.0000,526,0.990516,908,0.938718,462,0.980128
390256,1.0000,437,0.931631,522,0.965413,298,0.956910
390258,0.9961,622,1.100442,835,1.054576,487,0.978112
390263,0.9967,448,1.049216,876,1.004545,294,1.070289
390265,0.9916,361,1.040632,612,1.137654,122,0.874769
390266,1.0000,92,0.948996,95,0.945265,7,0.000000
390267,0.9956,273,1.077494,599,1.056518,161,0.842446
390268,0.9990,323,0.987605,380,1.036626,107,0.996060
390270,1.0000,449,0.982065,428,0.984285,173,0.946325
390272,1.0000,0,0.000000,0,0.000000,0,0.000000
390278,1.0000,0,0.000000,0,0.000000,0,0.000000
390290,0.9976,123,1.031403,336,1.062111,108,0.920134
390302,1.0000,0,0.000000,0,0.000000,0,0.000000
390304,0.9932,84,1.134634,170,1.151266,31,1.046000
390307,1.0000,0,0.000000,0,0.000000,0,0.000000
390312,1.0000,6,0.000000,0,0.000000,0,0.000000
390313,0.9982,114,0.987772,109,1.029603,17,0.000000
390314,1.0000,0,0.000000,0,0.000000,0,0.000000
390316,1.0000,0,0.000000,0,0.000000,0,0.000000
390318,1.0000,28,0.962796,12,0.000000,2,0.000000
390321,1.0000,0,0.000000,0,0.000000,0,0.000000
390322,1.0000,0,0.000000,0,0.000000,0,0.000000
390323,1.0000,0,0.000000,0,0.000000,0,0.000000
390324,1.0000,0,0.000000,0,0.000000,0,0.000000
390325,1.0000,0,0.000000,0,0.000000,0,0.000000
390326,0.9992,34,0.976024,44,1.016342,9,0.000000
390327,1.0000,0,0.000000,0,0.000000,0,0.000000
390328,1.0000,0,0.000000,0,0.000000,0,0.000000
400001,1.0000,0,0.000000,0,0.000000,0,0.000000
400003,1.0000,0,0.000000,0,0.000000,0,0.000000
400004,1.0000,0,0.000000,0,0.000000,0,0.000000
400005,1.0000,0,0.000000,0,0.000000,0,0.000000
400006,1.0000,0,0.000000,0,0.000000,0,0.000000
400007,1.0000,0,0.000000,0,0.000000,0,0.000000
400009,1.0000,0,0.000000,0,0.000000,0,0.000000
400010,1.0000,0,0.000000,0,0.000000,0,0.000000
400011,1.0000,0,0.000000,0,0.000000,0,0.000000
400012,1.0000,0,0.000000,0,0.000000,0,0.000000
400013,1.0000,0,0.000000,0,0.000000,0,0.000000
400014,1.0000,0,0.000000,0,0.000000,0,0.000000
400015,1.0000,0,0.000000,0,0.000000,0,0.000000
400016,1.0000,0,0.000000,0,0.000000,0,0.000000
400018,1.0000,0,0.000000,0,0.000000,0,0.000000
400019,1.0000,0,0.000000,0,0.000000,0,0.000000
400021,1.0000,0,0.000000,0,0.000000,0,0.000000
400022,1.0000,0,0.000000,0,0.000000,0,0.000000
400024,1.0000,0,0.000000,0,0.000000,0,0.000000
400026,1.0000,0,0.000000,0,0.000000,0,0.000000
400032,1.0000,0,0.000000,0,0.000000,0,0.000000
400044,1.0000,0,0.000000,0,0.000000,0,0.000000
400048,1.0000,0,0.000000,0,0.000000,0,0.000000
400061,1.0000,0,0.000000,0,0.000000,0,0.000000
400079,1.0000,0,0.000000,0,0.000000,0,0.000000
400087,1.0000,0,0.000000,0,0.000000,0,0.000000
400098,1.0000,0,0.000000,0,0.000000,0,0.000000
400102,1.0000,0,0.000000,0,0.000000,0,0.000000
400103,1.0000,0,0.000000,0,0.000000,0,0.000000
400104,1.0000,0,0.000000,0,0.000000,0,0.000000
400105,1.0000,0,0.000000,0,0.000000,0,0.000000
400106,1.0000,0,0.000000,0,0.000000,0,0.000000
400109,1.0000,0,0.000000,0,0.000000,0,0.000000
400110,1.0000,0,0.000000,0,0.000000,0,0.000000
400111,1.0000,0,0.000000,0,0.000000,0,0.000000
400112,1.0000,0,0.000000,0,0.000000,0,0.000000
400113,1.0000,0,0.000000,0,0.000000,0,0.000000
400114,1.0000,0,0.000000,0,0.000000,0,0.000000
400115,1.0000,0,0.000000,0,0.000000,0,0.000000
400117,1.0000,0,0.000000,0,0.000000,0,0.000000
400118,1.0000,0,0.000000,0,0.000000,0,0.000000
400120,1.0000,0,0.000000,0,0.000000,0,0.000000
400121,1.0000,0,0.000000,0,0.000000,0,0.000000
400122,1.0000,0,0.000000,0,0.000000,0,0.000000
400123,1.0000,0,0.000000,0,0.000000,0,0.000000
400124,1.0000,0,0.000000,0,0.000000,0,0.000000
400125,1.0000,0,0.000000,0,0.000000,0,0.000000
400126,1.0000,0,0.000000,0,0.000000,0,0.000000
400127,1.0000,0,0.000000,0,0.000000,0,0.000000
400128,1.0000,0,0.000000,0,0.000000,0,0.000000
400130,1.0000,0,0.000000,0,0.000000,0,0.000000
400131,1.0000,0,0.000000,0,0.000000,0,0.000000
410001,0.9896,202,1.104908,313,1.174243,47,1.043810
410004,0.9995,212,0.963762,190,1.021700,87,0.986975
410005,0.9909,257,1.138878,291,1.093059,61,1.070878
410006,1.0000,236,0.887225,242,0.963760,35,0.935695
410007,0.9962,557,1.117951,936,1.036577,484,1.036210
410008,1.0000,223,0.978288,183,0.948501,44,0.976664
410009,0.9927,560,1.122593,589,1.074635,149,1.047501
410010,1.0000,6,0.000000,2,0.000000,0,0.000000
410011,0.9941,193,1.079075,368,1.062082,119,1.024620
410012,0.9958,537,1.052185,671,1.032398,498,1.033867
410013,1.0000,313,0.891443,318,0.940261,43,0.952396
420002,0.9941,639,1.144770,480,0.991162,371,1.023837
420004,0.9997,311,0.939983,461,1.011452,270,1.012439
420005,0.9971,118,0.970883,169,1.055448,51,1.013381
420007,1.0000,826,0.860600,1025,0.811818,555,0.965560
420009,0.9997,684,0.969408,334,0.919980,71,1.036835
420010,0.9922,260,1.162064,298,1.056827,29,1.094282
420011,1.0000,161,0.933819,72,0.999634,39,0.992628
420015,0.9922,324,1.065392,212,1.118729,66,1.005304
420016,0.9966,87,1.051745,90,0.990579,1,0.000000
420018,1.0000,361,0.911078,771,0.931856,371,0.967460
420019,1.0000,75,0.962841,120,0.994425,19,0.000000
420020,0.9917,189,1.019058,211,1.200759,106,1.124457
420023,1.0000,503,0.837705,855,0.769380,325,0.912787
420026,0.9989,327,0.971945,976,0.878719,826,1.017143
420027,1.0000,1039,0.927685,802,0.980080,305,0.921994
420030,0.9971,144,0.931724,264,1.061692,27,1.006815
420033,1.0000,187,0.939538,114,0.952551,14,0.000000
420036,0.9964,275,1.062138,329,1.012249,111,1.073133
420037,1.0000,155,0.915639,75,0.968373,2,0.000000
420038,0.9987,200,0.912694,150,1.042437,15,0.000000
420039,0.9954,113,0.972967,131,1.126184,11,0.000000
420043,0.9928,205,0.986770,158,1.172645,16,0.000000
420048,0.9939,452,1.106138,329,0.892114,51,0.972694
420049,0.9986,376,1.028503,281,0.976373,46,1.115818
420051,0.9976,588,1.031617,1065,0.984082,800,1.056781
420053,1.0000,78,0.918760,116,0.942971,28,0.987083
420054,1.0000,59,0.937032,86,0.938125,6,0.000000
420055,0.9930,129,0.972229,224,1.047497,104,1.187402
420056,0.9975,82,0.977553,34,1.059439,8,0.000000
420057,1.0000,51,0.976806,50,0.973484,3,0.000000
420062,0.9916,183,1.123376,103,1.058328,17,0.000000
420064,1.0000,107,0.900714,142,0.917996,69,0.970614
420065,1.0000,266,0.914622,195,0.955244,15,0.000000
420066,0.9991,77,1.015395,56,0.996923,4,0.000000
420067,0.9947,187,1.029142,356,1.147150,39,0.983704
420068,0.9951,244,1.163716,422,1.076317,104,0.996997
420069,0.9992,117,1.019343,132,0.990743,9,0.000000
420070,0.9990,473,0.996342,562,1.021694,58,1.040594
420071,1.0000,409,0.978709,442,0.984118,292,0.989011
420072,0.9954,88,1.037309,71,1.044914,8,0.000000
420073,0.9974,615,1.105606,669,0.982502,214,0.953022
420078,1.0000,674,0.916134,939,0.818368,602,0.854787
420079,0.9986,593,1.069704,693,0.835143,260,0.970332
420080,0.9953,328,1.090873,310,1.043469,147,0.996323
420082,1.0000,342,0.991266,427,0.987276,169,0.997546
420083,0.9976,387,1.035275,285,1.024837,26,0.980892
420085,0.9959,516,1.070734,896,1.049136,606,1.028004
420086,1.0000,279,0.973922,205,0.966350,27,0.916100
420087,1.0000,439,0.942555,933,0.858426,304,0.982306
420089,1.0000,189,0.906063,124,0.952807,7,0.000000
420091,0.9921,494,0.993381,739,1.138307,246,1.194757
420098,0.9953,461,1.054370,358,1.092524,60,1.006059
420101,0.9905,122,1.042648,125,1.142131,4,0.000000
420102,1.0000,0,0.000000,0,0.000000,0,0.000000
420103,1.0000,58,0.943573,63,0.922408,5,0.000000
420104,1.0000,24,0.000000,29,0.979741,0,0.000000
420105,1.0000,22,0.000000,29,0.971110,11,0.000000
430005,1.0000,420,0.879839,182,0.942853,78,0.938111
430008,0.9992,155,0.904729,62,1.020231,31,0.941975
430012,0.9982,387,0.963207,180,1.056258,55,0.907011
430013,1.0000,349,0.877085,190,0.943579,29,0.967551
430014,1.0000,391,0.844113,330,0.847873,140,0.860931
430015,0.9981,132,1.035650,62,0.988347,10,0.000000
430016,1.0000,451,0.938920,431,0.942708,88,1.003405
430027,1.0000,667,0.901455,566,0.856688,445,0.861425
430048,1.0000,148,0.868494,56,0.918031,5,0.000000
430077,1.0000,520,0.846045,523,0.881030,420,0.972131
430081,1.0000,34,0.934988,18,0.000000,0,0.000000
430083,1.0000,6,0.000000,1,0.000000,0,0.000000
430084,1.0000,51,0.977566,21,0.000000,1,0.000000
430089,1.0000,0,0.000000,0,0.000000,0,0.000000
430090,1.0000,0,0.000000,0,0.000000,0,0.000000
430091,1.0000,0,0.000000,0,0.000000,0,0.000000
430092,1.0000,0,0.000000,0,0.000000,0,0.000000
430093,1.0000,0,0.000000,0,0.000000,0,0.000000
430094,1.0000,0,0.000000,0,0.000000,0,0.000000
430095,1.0000,33,0.962957,269,0.845747,709,0.791704
430096,1.0000,1,0.000000,0,0.000000,0,0.000000
430097,1.0000,0,0.000000,0,0.000000,0,0.000000
440001,0.9954,144,1.061589,58,0.981534,2,0.000000
440002,0.9985,846,1.023100,1850,0.990449,1596,1.019606
440003,0.9898,305,1.176228,222,1.140238,109,0.984322
440006,0.9977,366,1.100598,344,0.965716,97,0.972558
440007,0.9987,309,0.897870,57,1.040006,14,0.000000
440008,0.9947,123,0.984817,126,1.090514,12,0.000000
440009,0.9920,422,1.122766,549,1.053903,83,1.054977
440010,0.9892,151,1.079582,81,1.015516,1,0.000000
440011,0.9890,853,1.153029,495,1.021013,163,1.034286
440012,0.9935,757,1.064345,567,1.187640,460,0.996064
440015,0.9995,390,0.989687,568,1.025517,356,0.993068
440016,1.0000,93,0.966930,117,0.964148,12,0.000000
440017,0.9936,457,1.076560,642,1.073167,672,1.073581
440018,0.9892,281,1.154393,113,0.971533,18,0.000000
440020,1.0000,134,0.995916,61,0.942805,3,0.000000
440025,0.9888,513,1.080242,247,1.102250,33,1.023952
440029,0.9996,341,0.936689,312,0.949339,124,1.026182
440030,0.9899,381,1.112170,306,1.139792,170,1.029622
440031,0.9997,204,0.926178,108,1.007921,10,0.000000
440032,0.9983,70,0.992247,82,1.038994,19,0.000000
440033,0.9886,296,1.117030,205,0.967612,23,0.000000
440034,0.9934,266,1.056843,473,1.114329,269,1.112572
440035,0.9930,552,0.946058,492,1.141343,193,1.071259
440039,0.9989,377,1.064053,828,0.935991,570,1.033859
440040,0.9800,165,1.082079,161,1.114574,2,0.000000
440046,0.9967,229,0.995994,304,1.066371,44,1.027706
440047,0.9987,59,1.018126,44,0.946537,9,0.000000
440048,1.0000,1002,0.963317,1678,0.888214,829,0.929073
440049,0.9943,1162,1.041805,2288,1.094456,952,1.086571
440050,1.0000,101,0.969592,73,0.975148,13,0.000000
440051,0.9993,105,0.945101,88,1.019707,17,0.000000
440053,0.9880,757,1.170747,531,1.103685,187,1.132738
440054,1.0000,238,0.903113,111,1.000081,11,0.000000
440056,0.9989,227,0.917839,205,0.982940,33,1.110791
440057,0.9962,177,1.063233,224,1.005474,31,1.011443
440058,0.9913,379,1.037659,278,1.193780,43,0.960178
440059,0.9993,705,0.975515,678,0.967750,646,1.015650
440060,0.9997,39,0.970338,26,1.006466,9,0.000000
440061,0.9966,304,1.045434,183,0.985782,17,0.000000
440063,0.9912,804,1.100635,960,1.021275,846,1.147892
440064,1.0000,234,0.974489,65,0.910275,28,0.993910
440065,0.9999,357,0.997151,135,0.976892,38,1.005588
440067,0.9943,123,1.124142,88,1.051764,25,1.004701
440068,0.9965,302,1.018759,157,1.045218,13,0.000000
440070,0.9832,211,1.109103,60,1.066000,11,0.000000
440072,0.9946,199,1.077930,479,1.040431,117,1.106957
440073,0.9934,791,1.061997,630,1.085611,298,1.081380
440081,1.0000,249,0.918178,160,0.900407,38,0.970065
440082,0.9957,663,1.104580,1415,0.933681,1456,1.044855
440083,0.9871,179,1.104853,166,1.169394,17,0.000000
440084,0.9946,288,1.046266,135,1.043657,18,0.000000
440091,1.0000,1151,0.847994,1469,0.878698,934,0.971747
440102,1.0000,201,0.941112,144,0.975251,8,0.000000
440104,1.0000,297,0.949695,340,0.901782,264,0.979326
440109,0.9973,256,0.966569,108,1.058893,22,0.000000
440110,0.9988,137,1.014596,121,0.869269,27,1.029738
440111,1.0000,16,0.000000,21,0.000000,18,0.000000
440115,0.9970,75,1.014082,94,1.021296,4,0.000000
440120,0.9973,566,0.875313,750,0.880676,497,1.090101
440125,0.9980,442,0.998540,379,1.040621,237,1.055440
440130,0.9957,148,1.068519,174,1.031774,20,0.000000
440131,1.0000,115,0.980981,59,0.963464,9,0.000000
440132,0.9968,268,1.076657,176,0.870782,47,1.021067
440133,0.9980,420,1.051532,615,0.886784,177,1.069085
440137,0.9962,195,0.964709,132,1.123244,10,0.000000
440141,0.9932,136,1.038813,72,1.040373,3,0.000000
440144,0.9946,310,1.033104,288,1.138160,81,0.995425
440148,0.9957,138,1.059271,105,0.983890,11,0.000000
440150,0.9979,387,1.049413,295,1.025204,84,1.002625
440151,0.9926,351,1.065271,236,1.043034,25,0.999463
440152,0.9997,17,0.000000,27,1.056480,5,0.000000
440153,0.9963,183,1.024306,94,1.043210,22,0.000000
440156,1.0000,412,0.916238,420,0.928146,251,0.873994
440159,0.9962,36,1.001272,90,1.098528,3,0.000000
440161,0.9993,426,1.058334,727,0.954251,395,0.862508
440168,0.9988,61,1.014330,29,0.978051,5,0.000000
440173,0.9991,588,0.995756,648,1.036396,429,0.907261
440174,0.9949,40,1.065181,87,1.046181,8,0.000000
440175,0.9869,342,1.096413,153,1.125777,9,0.000000
440176,0.9972,247,1.037926,165,1.032811,70,1.034492
440180,0.9813,234,1.148100,74,1.110666,13,0.000000
440181,0.9976,64,0.941661,54,1.036054,3,0.000000
440182,0.9982,105,1.034835,54,0.999011,14,0.000000
440183,0.9992,397,1.040841,731,0.987357,252,0.940014
440184,1.0000,232,0.906454,82,0.975740,7,0.000000
440185,0.9916,566,1.078475,388,1.194685,90,1.003765
440186,0.9990,122,1.011778,73,1.003206,5,0.000000
440187,0.9800,344,1.320046,170,1.109004,25,1.050070
440189,0.9964,205,1.045206,294,0.980037,224,1.088333
440192,0.9921,185,1.069819,96,1.037119,19,0.000000
440193,0.9947,270,1.054079,191,1.152011,41,0.956325
440194,0.9973,168,0.987658,162,1.094357,51,0.924523
440197,0.9980,178,1.061486,133,0.948998,58,0.988256
440200,0.9939,82,1.018247,56,1.094409,7,0.000000
440218,1.0000,0,0.000000,0,0.000000,0,0.000000
440227,0.9972,207,1.028970,107,1.074261,40,0.939726
440228,0.9997,309,0.958324,196,1.011214,26,1.009623
450002,1.0000,325,0.977482,360,0.925778,114,0.960613
450005,1.0000,135,0.900142,104,0.961101,33,0.942304
450007,1.0000,523,0.881751,291,0.842018,28,0.988519
450010,0.9997,688,1.014025,874,0.961052,436,0.943969
450011,0.9993,545,1.034325,809,0.962496,323,0.931739
450015,0.9997,85,0.936766,280,0.899183,71,1.037833
450018,0.9977,201,1.041056,347,1.010203,162,1.067998
450021,1.0000,832,0.945005,1086,0.831215,175,0.988767
450023,1.0000,422,0.946767,628,0.952330,240,0.962825
450024,1.0000,74,0.982391,85,0.931271,32,0.978793
450028,0.9982,296,0.857716,361,0.998371,185,1.053157
450029,0.9971,649,1.027384,626,1.054128,173,0.999020
450032,0.9880,186,1.147892,220,1.155376,23,0.000000
450033,0.9980,668,1.011788,758,1.044384,222,1.009999
450034,0.9974,630,0.965557,994,1.075092,386,0.942914
450035,0.9994,78,0.997126,232,1.019950,56,0.924859
450037,0.9961,678,1.110767,974,1.032014,542,0.969871
450039,0.9997,129,1.022038,124,0.995281,61,0.975383
450040,1.0000,887,0.914019,854,0.973625,616,0.933892
450042,0.9989,447,1.062306,665,0.977340,416,0.975246
450044,1.0000,238,0.974957,496,0.945228,120,0.930670
450046,0.9995,864,0.988778,986,0.990632,453,1.023186
450051,0.9964,281,1.060866,455,1.098276,216,1.033106
450052,0.9984,125,0.975814,44,1.050632,11,0.000000
450054,0.9994,700,1.032851,743,0.982665,552,1.004614
450055,1.0000,188,0.983916,89,0.974482,9,0.000000
450056,0.9991,604,1.006563,814,0.984151,251,1.056375
450058,1.0000,1028,0.924157,1702,0.941896,803,0.919882
450064,0.9993,484,1.011368,545,0.982542,123,1.033703
450068,1.0000,175,0.954182,348,0.891202,231,0.980010
450072,1.0000,298,0.931123,264,0.959815,110,0.993431
450073,1.0000,71,0.974631,74,0.995546,5,0.000000
450078,0.9988,45,0.962949,28,1.037334,0,0.000000
450079,0.9973,414,0.936811,347,1.075364,181,1.032996
450080,1.0000,247,0.964029,151,0.983256,18,0.000000
450082,0.9999,197,0.999417,136,1.002018,6,0.000000
450083,0.9990,715,0.992392,782,0.933136,751,1.028762
450085,1.0000,258,0.860238,109,0.983614,15,0.000000
450087,1.0000,268,0.968530,344,0.936403,122,0.928641
450090,1.0000,107,0.955160,135,0.976805,9,0.000000
450092,1.0000,234,0.906974,291,0.929006,50,0.964703
450097,0.9983,353,0.907593,417,0.981234,186,1.088243
450099,0.9990,121,0.972159,145,1.019988,15,0.000000
450101,1.0000,270,0.911876,315,0.967749,182,0.978490
450102,1.0000,936,0.941364,1214,0.930883,931,0.874289
450104,1.0000,267,0.903211,236,0.954946,31,0.980578
450107,0.9999,550,0.963303,610,0.962570,223,1.006065
450108,0.9980,91,1.038418,88,0.942239,22,0.000000
450119,0.9971,479,0.845553,1055,0.962898,477,1.064921
450123,1.0000,49,0.978639,87,0.985900,13,0.000000
450124,0.9996,56,0.980149,97,1.039030,43,0.973682
450128,0.9965,342,0.910393,447,1.089316,83,1.021273
450130,1.0000,91,0.971241,155,0.997181,46,0.979711
450132,1.0000,410,0.932471,610,0.966505,524,0.968108
450133,0.9996,395,0.889057,453,1.011862,238,0.881435
450135,0.9968,675,1.001667,1000,0.919815,630,1.128699
450137,1.0000,470,0.902693,458,0.768012,214,0.946815
450143,1.0000,132,0.882645,89,0.914033,2,0.000000
450144,0.9975,69,1.024630,32,0.979347,6,0.000000
450147,0.9985,315,0.916307,495,1.033369,257,0.931523
450148,1.0000,222,0.999587,216,0.976004,8,0.000000
450152,0.9987,215,0.972977,309,1.033314,77,0.988209
450154,0.9965,82,1.060056,188,1.052495,20,0.000000
450155,1.0000,61,0.907093,16,0.000000,1,0.000000
450162,1.0000,99,0.959358,28,0.983005,1,0.000000
450163,0.9997,308,0.988830,276,1.004526,15,0.000000
450165,0.9982,253,1.005072,119,1.031918,26,0.968817
450176,0.9915,477,1.132945,417,1.055893,124,1.063560
450177,0.9909,169,1.019428,132,1.143173,22,0.000000
450178,1.0000,80,0.953287,99,0.966211,3,0.000000
450184,1.0000,1479,0.833649,1783,0.909594,814,0.889827
450187,0.9994,135,1.010595,121,0.912666,32,0.993845
450188,0.9925,296,1.011154,139,1.112332,7,0.000000
450192,0.9991,168,1.015010,153,0.986911,20,0.000000
450193,1.0000,432,0.883098,1249,0.977539,448,0.839534
450194,0.9898,154,1.052898,147,1.148627,16,0.000000
450196,0.9986,526,1.014438,550,1.022579,185,0.935498
450200,0.9923,309,1.181059,299,0.984763,134,1.085243
450203,0.9997,281,0.982159,214,1.005302,27,1.019646
450209,1.0000,235,0.936456,364,0.866292,274,0.916546
450210,0.9965,119,0.966852,86,1.062519,21,0.000000
450211,0.9981,531,0.967107,409,1.058451,227,0.884654
450213,0.9995,56,0.981876,81,1.078338,53,0.916215
450214,0.9991,69,1.017546,133,1.009861,8,0.000000
450219,1.0000,254,0.940426,47,0.972721,4,0.000000
450221,0.9993,94,0.995250,91,1.008728,7,0.000000
450222,0.9935,467,1.005049,665,1.056403,333,1.125959
450229,1.0000,404,0.864108,523,0.870991,477,0.869773
450231,1.0000,879,0.923146,870,0.760482,480,0.943951
450235,0.9985,125,1.018661,83,0.997972,8,0.000000
450236,1.0000,237,0.964301,145,0.917944,82,0.886940
450237,1.0000,889,0.894211,972,0.888979,496,0.900870
450241,0.9967,74,0.988277,39,1.018250,28,1.042572
450243,1.0000,25,0.939237,28,0.940844,0,0.000000
450253,0.9949,62,0.986544,58,1.089099,5,0.000000
450270,0.9995,35,0.989154,27,1.037246,7,0.000000
450271,0.9985,220,0.976840,135,1.061688,120,0.973224
450272,1.0000,209,0.854234,226,0.970622,60,0.952221
450280,0.9982,475,1.059271,583,0.833815,192,0.944241
450283,0.9991,27,0.997428,42,1.021591,3,0.000000
450289,0.9985,64,0.992079,132,0.980315,52,1.096348
450292,0.9987,142,1.029734,210,0.977828,24,0.000000
450293,1.0000,51,0.925151,41,0.970021,1,0.000000
450296,0.9902,110,1.089825,136,1.103295,14,0.000000
450299,1.0000,150,0.956216,222,0.890943,89,0.972791
450306,0.9941,36,1.008167,35,1.066820,1,0.000000
450324,0.9956,392,1.115639,419,0.894906,268,1.042825
450330,0.9990,259,1.015254,205,1.007477,57,0.983989
450340,0.9999,280,1.001014,292,0.930512,99,1.003778
450346,0.9954,657,1.008430,538,1.071193,260,1.081335
450347,1.0000,235,0.982059,174,0.997445,8,0.000000
450348,0.9800,179,1.073682,90,1.096601,2,0.000000
450351,1.0000,195,0.911825,165,0.909015,35,0.959963
450352,0.9997,382,0.907116,384,0.989010,26,1.080939
450358,1.0000,839,0.919335,1393,0.882456,643,0.953117
450369,0.9973,114,0.946168,64,1.054389,7,0.000000
450370,0.9990,107,1.002293,64,1.022826,2,0.000000
450372,1.0000,295,0.984338,230,0.925299,17,0.000000
450373,0.9923,110,1.026834,47,1.084195,3,0.000000
450379,0.9988,96,1.013602,93,1.023286,28,0.987924
450388,1.0000,1498,0.940866,2292,0.922120,1048,0.981089
450389,0.9966,519,0.977361,365,1.071081,80,1.001414
450395,0.9960,208,1.001609,173,1.078554,22,0.000000
450399,1.0000,76,0.962317,35,0.963767,6,0.000000
450400,0.9820,232,1.087208,163,1.132688,17,0.000000
450403,0.9979,368,0.995840,422,1.064183,180,0.938643
450411,1.0000,112,0.995571,131,0.992410,3,0.000000
450419,1.0000,193,0.965253,149,0.889946,21,0.000000
450422,1.0000,0,0.000000,0,0.000000,0,0.000000
450424,0.9995,411,1.017395,510,0.909550,209,0.939935
450431,1.0000,518,0.952768,949,0.936726,374,0.887703
450438,0.9918,88,1.106750,128,1.034290,9,0.000000
450446,1.0000,0,0.000000,1,0.000000,0,0.000000
450447,0.9957,205,0.995428,243,1.108870,30,1.052585
450451,0.9999,120,1.001192,70,0.988319,8,0.000000
450460,0.9959,102,0.946608,82,1.073082,11,0.000000
450462,0.9963,693,0.898481,858,1.028509,306,1.171945
450465,0.9986,140,1.035182,168,0.902838,72,0.957954
450469,0.9998,510,0.941932,516,0.895735,232,1.006963
450475,0.9800,111,1.092319,150,1.258675,15,0.000000
450484,1.0000,223,0.985857,261,0.926253,113,0.974712
450488,1.0000,4,0.000000,4,0.000000,2,0.000000
450489,1.0000,50,0.954258,65,0.948474,8,0.000000
450497,0.9939,193,0.921896,77,1.111671,10,0.000000
450498,1.0000,78,0.944621,59,0.986411,14,0.000000
450508,0.9944,362,1.121310,342,1.011270,89,0.938767
450518,0.9999,230,1.002045,330,0.953061,88,0.949002
450537,1.0000,187,0.983452,212,0.973619,103,0.995340
450539,0.9887,178,1.131835,64,0.921916,3,0.000000
450558,0.9974,289,0.953684,259,0.795633,180,1.086687
450563,0.9991,412,0.979727,381,0.909791,136,1.049715
450565,0.9926,139,1.076520,107,1.109584,13,0.000000
450571,0.9982,466,0.876397,454,0.864913,381,1.048732
450573,1.0000,214,0.884330,89,0.923085,7,0.000000
450578,1.0000,26,0.988554,13,0.000000,3,0.000000
450580,0.9899,141,1.095862,221,1.082245,21,0.000000
450584,1.0000,65,0.914084,40,0.971567,9,0.000000
450586,0.9955,128,1.029136,45,0.953755,7,0.000000
450587,1.0000,378,0.932660,183,0.961900,11,0.000000
450591,1.0000,122,0.912525,131,0.916674,13,0.000000
450596,0.9998,156,0.871370,153,0.942774,48,1.009600
450597,0.9957,217,0.971764,167,1.067885,28,1.024410
450604,1.0000,280,0.888736,159,0.900067,33,0.922756
450605,1.0000,89,0.926332,93,0.880158,9,0.000000
450610,1.0000,534,0.821546,774,0.846987,306,0.840965
450615,0.9943,172,1.035638,134,1.038904,22,0.000000
450617,0.9997,658,1.010653,902,0.995332,465,0.970324
450620,0.9800,109,1.178727,84,1.066616,2,0.000000
450630,0.9998,44,1.007658,54,0.984974,12,0.000000
450634,0.9979,489,1.034408,352,1.051352,245,0.972904
450638,1.0000,313,0.921523,527,0.944294,244,0.979770
450639,0.9984,436,0.927613,483,1.014837,180,1.041345
450641,1.0000,139,0.905058,60,0.938913,5,0.000000
450643,0.9943,200,0.988152,379,1.093747,42,0.963662
450644,1.0000,189,0.996727,274,0.924133,91,0.944956
450647,0.9995,338,1.031296,546,0.932769,154,1.009257
450651,0.9971,310,1.006667,379,1.123423,136,1.024873
450653,0.9956,154,0.996877,156,1.093213,29,1.007872
450654,0.9854,358,1.083982,104,1.060145,55,0.984033
450656,0.9965,211,0.986473,209,1.108158,70,1.011897
450658,1.0000,95,0.958026,89,0.988068,12,0.000000
450659,1.0000,104,0.963137,184,0.901866,47,0.925637
450661,0.9961,143,0.892301,186,1.104490,104,0.944736
450662,0.9943,360,0.938479,319,1.150059,149,0.932168
450668,1.0000,381,0.994823,423,0.905476,141,0.906711
450669,0.9932,189,1.072118,236,1.144602,48,1.155221
450670,1.0000,571,0.866640,516,0.891544,155,0.966453
450672,0.9988,263,1.024987,488,0.947064,351,1.029825
450674,1.0000,0,0.000000,0,0.000000,0,0.000000
450675,0.9971,268,1.024341,375,1.021876,170,1.072343
450677,1.0000,321,0.984887,448,0.963799,201,0.900805
450678,1.0000,304,0.976607,371,0.953456,118,0.998795
450683,0.9995,63,0.968920,132,0.950445,32,1.025068
450684,0.9961,274,0.877245,449,1.083087,143,0.974418
450686,0.9975,369,1.066970,456,0.972949,211,1.087281
450688,0.9943,85,1.043624,284,1.098094,118,1.030189
450690,1.0000,244,0.950872,185,0.959074,48,0.991598
450694,0.9951,126,0.902687,101,1.057816,10,0.000000
450697,1.0000,126,0.954153,225,0.974051,59,0.975510
450698,1.0000,63,0.956439,21,0.000000,3,0.000000
450702,0.9994,197,0.895275,201,0.988702,86,1.039092
450709,0.9968,203,1.049861,171,1.053763,77,1.006569
450711,0.9982,508,0.886858,791,0.963312,163,1.096879
450713,0.9946,477,1.046653,675,1.017072,365,1.109817
450716,1.0000,156,0.931674,142,0.944207,90,0.998930
450718,1.0000,261,0.940153,268,0.911476,181,0.994328
