Provider_Number,Hospital_Name,Address_1,Address_2,Address_3,City,State,ZIP_Code,County,Phone_Number,Hospital_Type,Hospital_Ownership,Emergency_Services,Staffed_Beds,Total_Discharges,Patient_Days,Gross_Patient_Revenue
390290,HAHNEMANN UNIVERSITY HOSPITAL,230 NORTH BROAD STREET,,,PHILADELPHIA,PA,19102,PHILADELPHIA,2157627000,Acute Care Hospitals,Proprietary,"Yes",439,18137,96949,3285907
390304,ROXBOROUGH MEMORIAL HOSPITAL,5800 RIDGE AVE,,,PHILADELPHIA,PA,19128,PHILADELPHIA,2154839900,Acute Care Hospitals,Proprietary,"Yes",141,3772,13850,337760
390307,EDGEWOOD SURGICAL HOSPITAL,239 EDGEWOOD DRIVE EXTENSION,,,TRANSFER,PA,16154,MERCER,7246460400,Acute Care Hospitals,Proprietary,"Yes",10,130,347,36060
390316,SURGICAL INSTITUTE OF READING,2752 CENTURY BOULEVARD,,,WYOMISSING,PA,19610,BERKS,7179999999,Acute Care Hospitals,Proprietary,"No",15,627,1386,77538
390323,ADVANCED SURGICAL HOSPITAL,100 TRICH DRIVE,,,WASHINGTON,PA,15301,WASHINGTON,7248840710,Acute Care Hospitals,Proprietary,"No",14,544,1525,63356
390324,PHYSICIAN'S CARE SURGICAL HOSPITAL,454 ENTERPRISE DRIVE,,,ROYERSFORD,PA,19468,MONTGOMERY,6104954793,Acute Care Hospitals,Proprietary,"No",12,747,1244,109902
390327,WELLSPAN SURGERY AND REHABILITATION HOSPITAL,55 MONUMENT ROAD,,,YORK,PA,17403,YORK,7178126100,Acute Care Hospitals,Voluntary non-profit - Private,"No",73,699,1255,89147
390329,EINSTEIN MEDICAL CENTER MONTGOMERY,559 WEST GERMANTOWN PIKE,,,EAST NORRITON,PA,19403,MONTGOMERY,4846621000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",169,10802,41413,1022306
400010,CASTANER GENERAL HOSPITAL,ST 135 KM 64 2,,,CASTANER,PR,631,LARES,7878295010,Acute Care Hospitals,Government - Local,"Yes",24,258,1150,15546
400013,HOSPITAL MENONITA DE CAYEY,BO. RINCON SECTOR LAS LOMAS  KM.3.1 CARR 14,,,CAYEY,PR,737,CAYEY,7875351001,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",242,11873,65089,136498
400014,BELLA VISTA HOSPITAL,CARR 349 KM 2 7 CERRO LAS MESAS,,,MAYAGUEZ,PR,681,MAYAGUEZ,7876526045,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",180,6858,41270,94972
400015,SAN JUAN MUNICIPAL HOSPITAL,"""BARRIO MONACILLOS","CENTRO MEDICO""",,,RIO PIEDRAS,PR,936,SAN JUAN,7877568535,Acute Care Hospitals,Voluntary non-profit - Other,155,4822,33840,88081
400019,HOSPITAL PAVIA SANTURCE,CALLE PROFESOR AUGUSTO RODRIGUEZ #1462,,,FERNANDEZ JUNCOS,PR,910,SAN JUAN,7877276060,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",199,9149,64159,226708
400021,HOSPITAL DE LA CONCEPCION,ROAD NUMBER 2 KM 173.4,,,SAN GERMAN,PR,683,SAN GERMAN,7878921860,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",186,8182,50165,132074
40003,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,,,SAN JUAN                      ,PR,921,SAN JUAN,8004498729,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,"NO",0,0,0,0
400061,UNIVERSITY DISTRICT HOSPITAL,BARRIO MONACILLOS CENTROMEDICO,,,RIO PIEDRAS,PR,927,SAN JUAN,7877540101,Acute Care Hospitals,Government - State,"Yes",245,9393,71512,114808
400098,HOSPITAL SAN FRANCISCO,371 DE DIEGO AVE,,,SAN JUAN,PR,923,SAN JUAN,7877675100,Acute Care Hospitals,Proprietary,"Yes",148,7389,39852,85790
400111,HOSPITAL SAN CARLOS BORROMEO, CALLE CONCEPCION VERA AYALA #550 S,,,MOCA,PR,676,MOCA,7878778000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",106,5142,26327,40517
400113,HOSPITAL SAN CRISTOBAL,CARR 506 KM 1 0,,,COTO LAUREL,PR,780,PONCE,7878482100,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",138,5876,40403,67950
400126,HOSPITAL METROPOLITANO SAN GERMAN,CALLE JAVILLA  #8 AL COSTADO PARQUE DE BOMBAS,,,SAN GERMAN,PR,683,SAN GERMAN,7878925300,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",82,3193,15421,47480
400130,HOSPITAL METROPOLITANO DE LA MONTANA,CALLE ISAAC GONZALEZ ESQUINA LEDESMA,,,BDA NUEVA,PR,641,UTUADO,7879331100,Acute Care Hospitals,Proprietary,"Yes",49,807,3427,13062
410001,MEMORIAL HOSPITAL OF RHODE ISLAND,111 BREWSTER STREET,,,PAWTUCKET,RI,2860,PROVIDENCE,4017292000,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",133,5005,16783,337372
410004,ROGER WILLIAMS MEDICAL CENTER,825 CHALKSTONE AVENUE,,,PROVIDENCE,RI,2908,PROVIDENCE,4014562000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",160,7395,26672,435748
410006,NEWPORT HOSPITAL,FRIENDSHIP STREET,,,NEWPORT,RI,2840,NEWPORT,4018466400,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",129,4075,17016,247196
41005,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,,,PROVIDENCE                    ,RI,2908,PROVIDENCE,4014573042,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,"NO",0,0,0,0
420002,PIEDMONT MEDICAL CENTER,222 S HERLONG AVE,,,ROCK HILL,SC,29730,YORK,8033291234,Acute Care Hospitals,Proprietary,"Yes",288,13343,60865,760499
420010,CAROLINA PINES REGIONAL MEDICAL CENTER,1304 W BOBO NEWSOM HWY,,,HARTSVILLE,SC,29550,DARLINGTON,8643392100,Acute Care Hospitals,Proprietary,"Yes",116,4870,18179,450804
420011,CANNON MEMORIAL HOSPITAL,123 MEDICAL PARK DRIVE PO BOX 188,,,PICKENS,SC,29671,PICKENS,8648784791,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",42,789,2916,97423
420018,PALMETTO HEALTH RICHLAND,5 RICHLAND MEDICAL PARK,,,COLUMBIA,SC,29203,RICHLAND,8032965678,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",700,26439,170520,2694627
420019,CHESTER REGIONAL MEDICAL CENTER,1 MEDICAL PARK DRIVE,,,CHESTER,SC,29706,CHESTER,8035813151,Acute Care Hospitals,Proprietary,"Yes",101,1188,3432,114385
420030,COLLETON MEDICAL CENTER,501 ROBERTSON BOULEVARD,,,WALTERBORO,SC,29488,COLLETON,8437822000,Acute Care Hospitals,Proprietary,"Yes",135,3898,17190,300386
420033,GREER MEMORIAL HOSPITAL,830 SOUTH BUNCOMBE ROAD,,,GREER,SC,29650,GREENVILLE,8648488200,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",57,3615,12329,312861
420036,SPRINGS MEMORIAL HOSPITAL,800 W MEETING ST,,,LANCASTER,SC,29720,LANCASTER,8032861481,Acute Care Hospitals,Proprietary,"Yes",193,5914,23755,810713
420037,HILLCREST MEMORIAL HOSPITAL,729 SOUTH EAST MAIN STREET,,,SIMPSONVILLE,SC,29681,GREENVILLE,8644546151,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",43,1994,6349,245971
420049,CONWAY MEDICAL CENTER,300 SINGLETON RIDGE ROAD,,,CONWAY,SC,29526,HORRY,8433478037,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",254,8547,35359,558123
420053,NEWBERRY COUNTY MEMORIAL HOSPITAL,2669 KINARD ST PO BOX 497,,,NEWBERRY,SC,29108,NEWBERRY,8032767570,Acute Care Hospitals,Government - Local,"Yes",90,1912,7649,139429
420066,LAKE CITY COMMUNITY HOSPITAL,258 N RON MCNAIR BLVD,,,LAKE CITY,SC,29560,FLORENCE,8433742036,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",26,838,3335,52759
420069,CLARENDON MEMORIAL HOSPITAL,10 HOSPITAL ST BOX 550,,,MANNING,SC,29102,CLARENDON,8034358463,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",79,1737,10129,140282
420071,SELF REGIONAL HEALTHCARE,1325 SPRING STREET,,,GREENWOOD,SC,29646,GREENWOOD,8642274111,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",322,11218,55677,970107
420072,HAMPTON REGIONAL MEDICAL CENTER,595 WEST CAROLINA AVENUE,,,VARNVILLE,SC,29944,HAMPTON,8039432771,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",32,592,2541,55155
420073,LEXINGTON MEDICAL CENTER,2720 SUNSET BLVD,,,WEST COLUMBIA,SC,29169,LEXINGTON,8037912000,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",80,2636,10448,237580
420079,TRIDENT MEDICAL CENTER,9330 MEDICAL PLAZA DR,,,CHARLESTON,SC,29406,CHARLESTON,8437978800,Acute Care Hospitals,Proprietary,"Yes",421,21887,96052,2393548
420085,GRAND STRAND REGIONAL MEDICAL CENTER,809 82ND PARKWAY,,,MYRTLE BEACH,SC,29572,HORRY,8436921000,Acute Care Hospitals,Proprietary,"Yes",269,17287,81601,1910902
420086,PALMETTO HEALTH BAPTIST,TAYLOR AT MARION ST,,,COLUMBIA,SC,29220,RICHLAND,8032965678,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",400,11959,74526,1127070
420087,ROPER HOSPITAL,316 CALHOUN ST,,,CHARLESTON,SC,29401,CHARLESTON,8437242800,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",368,11360,53463,1136591
420089,EAST COOPER MEDICAL CENTER,2000 HOSPITAL DR,,,MOUNT PLEASANT,SC,29464,CHARLESTON,8438810100,Acute Care Hospitals,Proprietary,"Yes",130,4900,17883,499489
420091,CAROLINAS HOSPITAL SYSTEM,805 PAMPLICO HWY BOX 100550,,,FLORENCE,SC,29505,FLORENCE,8436742500,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",408,10918,60519,1637515
420101,COASTAL CAROLINA HOSPITAL,1000 MEDICAL CENTER DRIVE,,,HARDEEVILLE,SC,29927,JASPER,8437848000,Acute Care Hospitals,Government - Federal,"Yes",41,2477,8572,176635
420102,PATEWOOD MEMORIAL HOSPITAL,175 PATEWOOD DRIVE,,,GREENVILLE,SC,29615,GREENVILLE,8647971000,Acute Care Hospitals,Government - Hospital District or Authority,"No",36,1285,2379,320141
430005,PRAIRIE LAKES HOSPITAL,401 9TH AVENUE NW  POST OFFICE BOX 1210,,,WATERTOWN,SD,57201,CODINGTON,6058827000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",81,2641,10454,156243
430008,BROOKINGS HOSPITAL,300 22ND AVE,,,BROOKINGS,SD,57006,BROOKINGS,6056967701,Acute Care Hospitals,Government - Local,"Yes",128,1126,3593,101804
430012,AVERA SACRED HEART HOSPITAL,501 SUMMIT,,,YANKTON,SD,57078,YANKTON,6056688000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",248,3412,12831,234785
430016,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,1325 S CLIFF AVE  POST OFFICE BOX 5045,,,SIOUX FALLS,SD,57117,MINNEHAHA,6053227814,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",550,20603,109449,2017001
430048,SPEARFISH REGIONAL HOSPITAL,1440 N MAIN ST,,,SPEARFISH,SD,57783,LAWRENCE,6056444000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",27,1427,4131,104862
43005,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,,,SIOUX FALLS                   ,SD,57117,MINNEHAHA,6053363230,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,"NO",0,0,0,0
430077,RAPID CITY REGIONAL HOSPITAL,353 FAIRMONT BLVD  POST OFFICE BOX 6000,,,RAPID CITY,SD,57701,PENNINGTON,6057191000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",419,16024,89005,1146283
430094,SPEARFISH REGIONAL SURGERY CENTER,1316 10TH ST,,,SPEARFISH,SD,57783,LAWRENCE,6056423113,Acute Care Hospitals,Voluntary non-profit - Other,"No",4,53,114,11971
430095,AVERA HEART HOSPITAL OF SOUTH DAKOTA,4500 W 69TH ST,,,SIOUX FALLS,SD,57108,MINNEHAHA,6059777000,Acute Care Hospitals,Proprietary,"Yes",53,2231,8995,291339
430097,SANFORD ABERDEEN MEDICAL CENTER,2905 3RD AVE SE  POST OFFICE BOX 1770,,,ABERDEEN,SD,57402,BROWN,6056264200,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",48,1746,5096,124585
440001,UNICOI COUNTY MEMORIAL HOSPITAL,GREENWAY CIRCLE,,,ERWIN,TN,37650,UNICOI,4237433141,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",94,860,3386,67352
440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,620 SKYLINE DRIVE,,,JACKSON,TN,38301,MADISON,7315415000,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",635,26219,150769,1762962
440006,TRISTAR SKYLINE MEDICAL CENTER,3441 DICKERSON PIKE,,,NASHVILLE,TN,37207,DAVIDSON,6157692000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",335,13102,73014,1367494
440008,HENDERSON COUNTY COMMUNITY HOSPITAL,200 W CHURCH ST,,,LEXINGTON,TN,38351,HENDERSON,7319681801,Acute Care Hospitals,Proprietary,"Yes",36,391,1117,83018
440009,CUMBERLAND MEDICAL CENTER,421 S MAIN ST,,,CROSSVILLE,TN,38555,CUMBERLAND,9314849511,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",86,5418,24175,251903
440010,WAYNE MEDICAL CENTER,103 J V MANGUBAT DR,,,WAYNESBORO,TN,38485,WAYNE,9317225411,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",32,507,1739,33923
440011,BLOUNT MEMORIAL HOSPITAL,907 E LAMAR ALEXANDER PARKWAY,,,MARYVILLE,TN,37804,BLOUNT,8659837211,Acute Care Hospitals,Government - Local,"Yes",312,10665,49158,836155
440018,SYCAMORE SHOALS HOSPITAL,1501 WEST ELK AVENUE,,,ELIZABETHTON,TN,37643,CARTER,4235421300,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",121,3303,11983,233481
440029,WILLIAMSON MEDICAL CENTER,4321 CAROTHERS PARKWAY,,,FRANKLIN,TN,37067,WILLIAMSON,6154355000,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",185,8825,34322,523026
440031,ROANE MEDICAL CENTER,8045 ROANE MEDICAL CENTER DRIVE,,,HARRIMAN,TN,37748,ROANE,8653161000,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",52,2512,9732,112079
440034,METHODIST MEDICAL CENTER OF OAK RIDGE,990 OAK RIDGE TURNPIKE BOX 529,,,OAK RIDGE,TN,37830,ANDERSON,8658351000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",204,10631,47758,523054
440039,VANDERBILT UNIVERSITY HOSPITAL,1161 21ST AVENUE SOUTH,,,NASHVILLE,TN,37232,DAVIDSON,6153223454,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",983,51658,285529,6671831
440040,PERRY COMMUNITY HOSPITAL,2718 SQUIRREL HOLLOW DRIVE,,,LINDEN,TN,37096,PERRY,9315892121,Acute Care Hospitals,Proprietary,"Yes",33,477,2220,18352
440046,TRISTAR HORIZON MEDICAL CENTER,111 HIGHWAY 70 EAST,,,DICKSON,TN,37055,DICKSON,6154460446,Acute Care Hospitals,Proprietary,"Yes",134,4481,17711,414864
440050,TAKOMA REGIONAL HOSPITAL,401 TAKOMA AVE,,,GREENEVILLE,TN,37743,GREENE,4236393151,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",100,2132,8718,211265
440059,COOKEVILLE REGIONAL MEDICAL CENTER,1 MEDICAL CENTER BOULEVARD,,,COOKEVILLE,TN,38501,PUTNAM,9316462000,Acute Care Hospitals,Government - Local,"Yes",243,13506,55832,546444
440060,MILAN GENERAL HOSPITAL,4039 HIGHLAND ST,,,MILAN,TN,38358,GIBSON,7316861591,Acute Care Hospitals,Government - Local,"Yes",47,497,1810,41859
440063,JOHNSON CITY MEDICAL CENTER,400 N STATE OF FRANKLIN RD,,,JOHNSON CITY,TN,37604,WASHINGTON,4234316111,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",525,27866,148104,2342904
440064,GRANDVIEW MEDICAL CENTER,1000 HIGHWAY 28,,,JASPER,TN,37347,MARION,4238379500,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",369,10742,61738,1726431
440065,NORTHCREST MEDICAL CENTER,100 NORTHCREST DRIVE,,,SPRINGFIELD,TN,37172,ROBERTSON,6153842411,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",109,2906,12534,251579
440067,LAKEWAY REGIONAL HOSPITAL,726 MCFARLAND ST,,,MORRISTOWN,TN,37814,HAMBLEN,4235226000,Acute Care Hospitals,Proprietary,"Yes",135,1952,8242,327284
440070,DECATUR COUNTY GENERAL HOSPITAL,969 TENNESSEE AVE S,,,PARSONS,TN,38363,DECATUR,7318473031,Acute Care Hospitals,Government - Local,"Yes",40,486,2144,17653
440081,LECONTE MEDICAL CENTER,742 MIDDLECREEK ROAD,,,SEVIERVILLE,TN,37862,CUMBERLAND,8654467500,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",110,4459,16244,267610
440084,SWEETWATER HOSPITAL ASSOCIATION,304 WRIGHT ST,,,SWEETWATER,TN,37874,MONROE,8652138200,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",59,2120,11030,238199
440102,LINCOLN MEDICAL CENTER,106 MEDICAL CENTER BLVD,,,FAYETTEVILLE,TN,37334,LINCOLN,9314381100,Acute Care Hospitals,Government - Local,"Yes",59,1263,5849,86176
440109,HARDIN MEDICAL CENTER,935 WAYNE ROAD,,,SAVANNAH,TN,38372,HARDIN,7319268121,Acute Care Hospitals,Government - Local,"Yes",122,1493,6146,127500
440110,FORT LOUDOUN MEDICAL CENTER,550 FORT LOUDOUN MEDICAL CENTER DR,,,LENOIR CITY,TN,37772,LOUDON,8652716000,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",30,1813,7089,94073
440125,FORT SANDERS REGIONAL MEDICAL CENTER,1901 W CLINCH AVE,,,KNOXVILLE,TN,37916,KNOX,8655411101,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",352,14906,75260,992505
440132,HENRY COUNTY MEDICAL CENTER,301 TYSON AV,,,PARIS,TN,38242,HENRY,7316421220,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",114,3084,11586,226902
44013,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,,,MEMPHIS                       ,TN,38104,SHELBY,9015777200,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,"NO",0,0,0,0
440141,CUMBERLAND RIVER HOSPITAL,100 OLD JEFFERSON ST,,,CELINA,TN,38551,CLAY,9312433581,Acute Care Hospitals,Physician,"Yes",36,296,1178,21535
440150,TRISTAR SUMMIT MEDICAL CENTER,5655 FRIST BLVD,,,HERMITAGE,TN,37076,DAVIDSON,6153163000,Acute Care Hospitals,Proprietary,"Yes",186,10201,43845,977134
440156,PARKRIDGE MEDICAL CENTER,2333 MCCALLIE AVE,,,CHATTANOOGA,TN,37404,HAMILTON,4238944220,Acute Care Hospitals,Proprietary,"Yes",486,16070,94355,1529253
440159,DELTA MEDICAL CENTER,3000 GETWELL RD,,,MEMPHIS,TN,38118,SHELBY,9013698100,Acute Care Hospitals,Proprietary,"Yes",243,1482,7055,122014
440161,TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,,,NASHVILLE,TN,37203,DAVIDSON,6153421000,Acute Care Hospitals,Proprietary,"Yes",655,25522,134233,2802307
440173,PARKWEST MEDICAL CENTER,9352 PARK WEST BLVD,,,KNOXVILLE,TN,37923,KNOX,8659709800,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",414,20180,106297,978444
440176,INDIAN PATH MEDICAL CENTER,2000 BROOKSIDE DR,,,KINGSPORT,TN,37660,SULLIVAN,4234311941,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",159,5782,26329,520888
440180,JELLICO COMMUNITY HOSPITAL,188 HOSPITAL LANE,,,JELLICO,TN,37762,CAMPBELL,4237847252,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",54,2739,4673,69900
440181,BOLIVAR GENERAL HOSPITAL,650 NUCKOLLS ROAD,,,BOLIVAR,TN,38008,HARDEMAN,7316583100,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",33,263,677,27229
440182,MCKENZIE REGIONAL HOSPITAL,161 HOSPITAL DRIVE,,,MC KENZIE,TN,38201,CARROLL,7313525344,Acute Care Hospitals,Proprietary,"Yes",30,1101,3452,99022
440184,FRANKLIN WOODS COMMUNITY HOSPITAL,300 MED TECH PARKWAY,,,JOHNSON CITY,TN,37604,WASHINGTON,4233021120,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",114,5164,19937,412080
440187,LIVINGSTON REGIONAL HOSPITAL,315 OAK ST BOX 550,,,LIVINGSTON,TN,38570,OVERTON,9318235611,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",114,2134,8772,139289
440194,TRISTAR HENDERSONVILLE MEDICAL CENTER,355 NEW SHACKLE ISLAND RD,,,HENDERSONVILLE,TN,37075,SUMNER,6153381000,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",99,5854,22303,672522
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,,,NASHVILLE,TN,37211,DAVIDSON,6157814000,Acute Care Hospitals,Proprietary,"Yes",109,4440,18887,572436
440227,TRISTAR STONECREST MEDICAL CENTER,200 STONECREST BOULEVARD,,,SMYRNA,TN,37167,RUTHERFORD,6157682000,Acute Care Hospitals,Proprietary,"Yes",109,5233,19994,486504
441309,MARSHALL MEDICAL CENTER,1080 NORTH ELLINGTON PARKWAY,,,LEWISBURG,TN,37091,MARSHALL,9313596276,Critical Access Hospitals,Government - Hospital District or Authority,"Yes",113,4795,21425,949695
450007,PETERSON REGIONAL MEDICAL CENTER,551 HILL COUNTRY DRIVE,,,KERRVILLE,TX,78028,KERR,8308964200,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",120,4366,17620,290547
450024,UNIVERSITY MEDICAL CENTER OF EL PASO,4815 ALAMEDA AVE,,,EL PASO,TX,79905,EL PASO,9155217602,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",261,15174,72081,979760
450029,LAREDO MEDICAL CENTER,1700 EAST SAUNDERS,,,LAREDO,TX,78044,WEBB,9567965000,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",326,13678,75322,1530221
450032,GOOD SHEPHERD MEDICAL CENTER MARSHALL,811 S WASHINGTON,,,MARSHALL,TX,75670,HARRISON,9039276712,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",121,3772,13753,280190
450042,PROVIDENCE HEALTH CENTER,6901 MEDICAL PARKWAY,,,WACO,TX,76712,MCLENNAN,2547514000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",330,15093,64432,872189
450051,METHODIST DALLAS MEDICAL CENTER,1441 NORTH BECKLEY AVENUE,,,DALLAS,TX,75203,DALLAS,2149472879,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",418,15516,93712,1375313
450055,ROLLING PLAINS MEMORIAL HOSPITAL,200 E ARIZONA,,,SWEETWATER,TX,79556,NOLAN,3252351701,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",39,1119,4867,45332
450056,SETON MEDICAL CENTER AUSTIN,1201 W 38TH ST,,,AUSTIN,TX,78705,TRAVIS,5123241000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",447,20980,109814,2175972
450064,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,800 W RANDOL MILL RD,,,ARLINGTON,TX,76012,TARRANT,8175486100,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",244,12638,63568,825859
450072,BRAZOSPORT REGIONAL HEALTH SYSTEM,100 MEDICAL DRIVE,,,LAKE JACKSON,TX,77566,BRAZORIA,9792974411,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",85,4974,15114,328417
450073,COGDELL MEMORIAL HOSPITAL,1700 COGDELL BLVD,,,SNYDER,TX,79549,SCURRY,3255747437,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",34,716,2663,55053
450078,ANSON GENERAL HOSPITAL,101 AVENUE J,,,ANSON,TX,79501,JONES,3258233231,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",21,320,2160,10140
450080,TITUS REGIONAL MEDICAL CENTER,2001 N JEFFERSON,,,MOUNT PLEASANT,TX,75455,TITUS,9035776000,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",124,2914,11245,158913
450082,CHRISTUS SPOHN HOSPITAL BEEVILLE,1500 E HOUSTON HWY,,,BEEVILLE,TX,78102,BEE,3613542000,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",51,2305,6439,171781
450085,GRAHAM REGIONAL MEDICAL CENTER,1301 MONTGOMERY ROAD,,,GRAHAM,TX,76450,YOUNG,9405493400,Acute Care Hospitals,Government - Local,"Yes",25,1065,2080,49501
450087,NORTH HILLS HOSPITAL,4401 BOOTH CALLOWAY ROAD,,,NORTH RICHLAND HILLS,TX,76180,TARRANT,8172551000,Acute Care Hospitals,Proprietary,"Yes",157,6277,28597,790687
450090,NORTH TEXAS MEDICAL CENTER,1900 HOSPITAL BLVD,,,GAINESVILLE,TX,76240,COOKE,9406128600,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",48,1647,4222,104061
450097,BAYSHORE MEDICAL CENTER,4000 SPENCER HWY,,,PASADENA,TX,77504,HARRIS,7133591000,Acute Care Hospitals,Proprietary,"Yes",417,20755,109995,2347227
450099,PAMPA REGIONAL MEDICAL CENTER,1 MEDICAL PLAZA,,,PAMPA,TX,79065,GRAY,8066653721,Acute Care Hospitals,Proprietary,"Yes",45,1808,16047,121998
450104,GUADALUPE REGIONAL MEDICAL CENTER,1215 E COURT ST,,,SEGUIN,TX,78155,GUADALUPE,8303792411,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",125,4109,14390,266787
450107,LAS PALMAS MEDICAL CENTER,1801 NORTH OREGON STREET,,,EL PASO,TX,79902,EL PASO,9155211200,Acute Care Hospitals,Proprietary,"Yes",562,26756,129804,3728169
450108,CONNALLY MEMORIAL MEDICAL CENTER,499 10TH STREET,,,FLORESVILLE,TX,78114,WILSON,8303931300,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",44,985,3433,87084
450124,UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,601 E 15TH STREET,,,AUSTIN,TX,78701,TRAVIS,5123247000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",210,12638,63595,1617348
450128,KNAPP MEDICAL CENTER,1401 EAST EIGHT STREET,,,WESLACO,TX,78596,HIDALGO,9569688567,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",227,9115,34953,436393
450132,MEDICAL CENTER HOSPITAL,500 W 4TH STREET,,,ODESSA,TX,79761,ECTOR,4326404000,Acute Care Hospitals,Government - Hospital District or Authority,"No",353,14407,71028,886392
450133,MIDLAND MEMORIAL HOSPITAL,400 ROSALIND REDFERN GROVER PARKWAY,,,MIDLAND,TX,79701,MIDLAND,4326851111,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",229,12244,61956,860420
